130	62
131	58
132	46
133	42
134	49
135	42
136	43
137	41
138	44
139	51
14	11562
140	46
141	33
142	44
143	45
144	26
145	46
146	39
147	32
148	30
149	39
15	9983
150	25
151	32
152	31
153	42
154	17
155	33
156	27
157	29
158	30
159	28
16	8964
160	36
161	21
162	30
163	33
164	24
1643	1
165	33
166	13
167	26
168	23
169	27
17	8042
170	24
171	26
172	28
173	25
174	23
175	27
176	19
177	21
178	13
179	15
18	7249
180	15
181	20
182	20
183	15
184	15
185	16
186	16
187	17
188	18
189	15
19	6543
190	11
191	17
192	16
193	20
194	19
195	19
196	9
197	14
198	12
199	14
2	101336
20	5901
200	11
201	15
202	11
203	13
204	10
205	6
206	14
207	13
208	12
209	11
21	5507
210	16
211	16
212	8
213	15
214	10
215	7
216	11
217	11
218	10
219	10
22	4884
220	4
221	5
222	4
223	12
224	11
225	9
226	8
227	9
228	9
229	4
23	4532
230	15
2300	1
2308	1
231	9
232	13
233	8
234	12
235	8
236	11
237	10
238	6
239	10
24	4115
240	5
241	8
242	9
243	11
244	7
245	6
246	9
247	9
248	8
249	7
25	3901
250	7
251	7
252	10
253	8
254	10
255	8
256	6
257	4
258	6
259	5
26	3423
260	4
261	6
262	9
263	5
264	8
265	5
266	5
267	5
268	2
269	4
27	3308
270	4
271	8
272	7
273	7
274	9
275	5
276	8
277	3
278	7
279	5
28	2945
280	6
281	3
282	3
283	4
284	2
285	6
286	7
287	7
288	3
289	7
29	2786
290	2
291	5
292	3
293	4
294	6
295	4
296	3
297	5
298	7
299	2
3	75837
30	2564
300	5
301	4
302	6
303	4
304	4
305	5
306	6
307	6
308	4
309	1
31	2414
310	6
311	5
312	4
313	6
314	3
315	5
316	2
317	5
318	5
319	4
32	2242
320	2
321	3
322	3
323	5
324	1
325	6
326	6
327	3
328	4
329	2
33	2108
330	4
331	3
332	3
333	5
334	3
335	1
336	2
337	3
338	2
339	4
34	1965
340	1
341	2
343	2
344	3
345	4
346	5
348	2
349	2
35	1818
350	2
351	6
352	3
353	3
354	2
355	3
356	3
357	2
358	4
359	4
36	1775
360	1
361	2
362	3
363	3
364	1
365	1
367	2
368	1
369	2
37	1524
370	1
371	3
372	1
373	2
375	2
376	4
377	2
378	4
379	3
38	1512
380	1
381	4
383	1
387	2
388	1
389	2
39	1402
390	3
391	1
392	5
393	3
394	3
395	1
396	1
397	2
398	2
4	59032
40	1359
400	2
401	4
402	2
403	3
404	1
405	3
406	2
407	2
408	1
41	1236
410	2
411	4
413	2
414	4
415	2
417	1
419	2
42	1179
420	4
422	3
423	1
424	3
425	3
426	2
427	1
428	1
429	1
43	1131
430	2
431	3
432	3
433	1
435	1
437	2
439	1
44	1046
440	3
441	1
442	1
443	1
444	2
445	2
446	2
447	1
448	2
449	2
45	1064
450	1
451	1
452	2
453	1
454	1
455	2
458	2
459	2
46	983
460	3
463	1
464	3
465	1
466	1
467	1
468	1
469	2
47	875
470	1
471	3
472	3
473	1
474	1
476	1
477	2
478	1
48	812
482	1
484	2
486	1
488	1
49	787
490	2
491	1
492	1
493	1
494	1
496	3
497	2
498	1
5	47821
50	767
501	2
504	1
505	1
506	2
507	1
508	1
51	733
510	1
511	2
512	1
513	1
515	1
517	1
519	3
52	646
520	1
521	1
522	1
523	1
525	1
526	1
528	1
53	702
530	1
531	1
534	2
535	1
537	2
538	2
539	1
54	644
540	2
543	1
544	1
545	1
547	1
548	1
55	595
550	1
551	1
552	2
553	2
554	2
555	2
559	1
56	592
561	1
562	1
563	1
566	1
567	1
57	551
570	1
573	1
574	2
576	1
5763	1
577	1
578	1
58	505
581	1
582	1
585	1
59	479
591	1
592	1
596	1
597	1
6	38762
60	468
601	2
603	2
605	2
606	2
607	1
609	2
61	444
610	1
611	1
615	1
62	407
620	1
621	1
622	1
626	2
63	418
631	1
633	1
64	404
640	1
644	1
65	371
654	1
655	2
656	3
658	1
66	371
661	1
664	1
67	351
671	1
672	1
673	1
674	2
677	3
68	347
684	1
686	1
689	1
69	381
690	1
691	1
694	1
695	1
696	1
697	1
698	1
7	32466
70	325
700	1
702	2
704	1
706	2
707	1
709	1
71	298
710	1
715	1
717	1
719	1
72	284
721	1
728	2
729	1
73	302
730	1
735	1
74	287
740	2
741	1
742	1
749	2
75	255
751	1
753	2
758	1
76	245
761	1
77	204
773	1
778	1
78	225
781	1
785	2
789	1
79	225
799	1
8	27318
80	202
802	1
809	1
81	211
811	1
812	1
82	198
821	1
822	2
824	1
825	1
826	2
827	1
83	189
835	1
838	1
839	1
84	180
842	1
844	1
845	1
849	1
85	214
850	2
851	1
853	1
856	1
859	1
86	190
863	2
87	210
871	1
876	1
88	173
880	1
89	145
891	2
894	1
895	1
897	1
898	1
899	1
9	23372
90	148
900	1
905	1
907	1
908	1
91	205
911	1
912	1
917	1
918	1
92	195
928	1
929	2
93	182
934	1
937	2
939	1
94	164
948	1
949	1
95	185
956	1
96	165
960	1
968	1
97	138
973	1
978	1
98	117
988	1
99	119
